ZTFID,IAUID,host_redshift
ZTF22abfzarj,SN2022uor,0.07
ZTF22abgawhn,SN2022ucj,0.032
ZTF22abgawib,SN2022ucm,0.08
ZTF22abgawlh,SN2022udc,0.05
ZTF22abgaymw,SN2022ura,0.08
ZTF22abgdjwt,SN2022vea,0.083
ZTF22abgepyb,SN2022uqt,0.064
ZTF22abggmae,SN2022uta,0.046
ZTF22abggmuu,SN2022uqd,0.084927
ZTF22abghgca,SN2022vfm,0.038
ZTF22abgiayt,SN2022vga,0.099
ZTF22abgiout,SN2022uuy,0.055
ZTF22abgndif,SN2022uto,0.02945
ZTF22abgteub,SN2022vsq,0.051
ZTF22abgvdis,SN2022war,0.047958
ZTF22abhencl,SN2022vrr,0.063
ZTF22abhfwmr,SN2022vnj,0.04075
ZTF22abhjdlx,SN2022voh,0.052
ZTF22abhldat,SN2022vpn,0.063
ZTF22abhodtl,SN2022vxl,0.074
ZTF22abhsrll,SN2022vrj,0.04
ZTF22abhsxkn,SN2022vrt,0.086
ZTF22abhuvug,SN2022vrv,0.093
ZTF22abhvfio,SN2022vxj,0.034
ZTF22abhxptj,SN2022wep,0.059
ZTF22abhyzjq,SN2022vwd,0.09
ZTF22abibgsa,SN2022vwa,0.086
ZTF22abihtsn,SN2022wbp,0.05
ZTF22abijxly,SN2022vye,0.029751
ZTF22abikqri,SN2022vzl,0.1006
ZTF22abilaka,SN2022vzg,0.096
ZTF22abiozoc,SN2022wlh,0.088
ZTF22abipidm,SN2022wbo,0.085
ZTF22abipthl,SN2022wbn,0.1
ZTF22abiqxao,SN2022wbm,0.05769
ZTF22abivkuq,SN2022wgj,0.02473
ZTF22abivrnq,SN2022wkj,0.059
ZTF22abiwpck,SN2022wcm,0.042
ZTF22abiyeae,SN2022wcy,0.067
ZTF22abiyjlx,SN2022wcw,0.04
ZTF22abiymsf,SN2022wcv,0.09
ZTF22abiysva,SN2022wcu,0.063
ZTF22abizgac,SN2022wiw,0.078
ZTF22abjagqj,SN2022wcs,0.034
ZTF22abjaqoq,SN2022wix,0.058
ZTF22abjhwce,SN2022wft,0.061
ZTF22abjpcjy,SN2022wiv,0.045
ZTF22abjpfpl,SN2022won,0.0489
ZTF22abkaaje,SN2022wmc,0.07
ZTF22abkdzvi,SN2022woy,0.07
ZTF22abkfgrt,SN2022wpj,0.071
ZTF22abkisoc,SN2022wsq,0.038
ZTF22abkjegi,SN2022wss,0.09
ZTF22abkpgpa,SN2022wpy,0.0152
ZTF22abkpkej,SN2022wxo,0.05
ZTF22abkybyq,SN2022xaz,0.072
ZTF22ablbgrl,SN2022xax,0.0478
ZTF22ablcybb,SN2022wuw,0.073
ZTF22ablhftq,SN2022wxr,0.035
ZTF22ablhldn,SN2022wuy,0.078
ZTF22ablpkba,SN2022aese,0.07
ZTF22ablqzpz,SN2025ky,0.0828
ZTF22ablviyf,SN2022xho,0.076
ZTF22abmcezf,SN2022xbu,0.045
ZTF22abmcfrc,SN2022xbt,0.076
ZTF22abmcnmz,SN2022xbr,0.027
ZTF22abmcono,SN2022xkv,0.06
ZTF22abmfmng,SN2022xim,0.076102
ZTF22abmicob,SN2022xhn,0.09
ZTF22abmiohu,SN2022xhd,0.043
ZTF22abmjdfo,SN2022xlu,0.055
ZTF22abmmvxz,SN2022xix,0.024
ZTF22abmnxim,SN2025aetu,0.081599
ZTF22abmnzfh,SN2022xil,0.1
ZTF22abmolve,SN2022xja,0.066
ZTF22abmtwml,SN2022xkn,0.065
ZTF22abmwonm,SN2022xlx,0.064
ZTF22abmxzxm,SN2022xoz,0.038
ZTF22abmynyd,SN2022xky,0.05
ZTF22abneima,SN2022xwm,0.08
ZTF22abnelse,SN2022xqp,0.026
ZTF22abnemvx,SN2022xno,0.063
ZTF22abnfgcn,SN2022xnk,0.04
ZTF22abngjlt,SN2022xpr,0.05
ZTF22abniami,SN2022yao,0.071
ZTF22abnmpty,SN2022xwh,0.075
ZTF22abnmpwx,SN2022yhd,0.06518
ZTF22abnoofs,SN2022yjk,0.03
ZTF22abnperq,SN2022xww,0.0619
ZTF22abnqomh,SN2022ydr,0.024931
ZTF22abnqpwe,SN2022yix,0.08
ZTF22abnqzle,SN2022ydl,0.07
ZTF22abntdem,SN2022ydi,0.05
ZTF22abnuakd,SN2022yim,0.062
ZTF22abnvmzz,SN2022yaz,0.07
ZTF22abnwpmq,SN2022xzm,0.017949
ZTF22abnxoji,SN2022ycn,0.11
ZTF22aboaiim,SN2022yig,0.07
ZTF22abobhmn,SN2022yoi,0.065
ZTF22abobobs,SN2022yfy,0.059
ZTF22abodqjf,SN2022yqa,0.063
ZTF22aboisvs,SN2022yrt,0.05
ZTF22aboixdd,SN2022yru,0.088
ZTF22abolsys,SN2022yku,0.084
ZTF22abpekod,SN2022aeyw,0.071
ZTF22abpulqo,SN2022yjy,0.055
ZTF22abpusrt,SN2022yjx,0.07502222
ZTF22abpydmh,SN2022ytc,0.054
ZTF22abpzyzz,SN2022yuj,0.0764
ZTF22abqbljk,SN2022ypd,0.020102
ZTF22abqdmwt,SN2022yrp,0.065
ZTF22abqiyik,SN2022yya,0.089
ZTF22abqkzuq,SN2022yvv,0.022
ZTF22abqpxyn,SN2022yyb,0.042
ZTF22abqqepp,SN2022yyc,0.062
ZTF22abqrdqq,SN2022yye,0.064
ZTF22abqwahz,SN2022zmf,0.049384
ZTF22abqxkhd,SN2022ywf,0.0078
ZTF22abqyiaa,SN2022yzg,0.091
ZTF22abrborz,SN2022yzd,0.06
ZTF22abrboyl,SN2022yzc,0.049
ZTF22abrcivs,SN2022yxp,0.027936
ZTF22abrreei,SN2022zjz,0.065
ZTF22abscvex,SN2022zff,0.061
ZTF22absdier,SN2022znd,0.1
ZTF22absiyyk,SN2022zkf,0.058
ZTF22abspgzy,SN2022zke,0.073
ZTF22absqpsa,SN2022zmx,0.062
ZTF22absqvgm,SN2022zil,0.095
ZTF22absqxti,SN2022zyj,0.06
ZTF22absselw,SN2022zsr,0.08
ZTF22absstju,SN2022zru,0.055
ZTF22abstcjq,SN2022zse,0.084
ZTF22abswuoz,SN2022zsl,0.07
ZTF22abswuyy,SN2022zqu,0.052
ZTF22absxaxv,SN2022znz,0.07
ZTF22abszapf,SN2022aaaq,0.086
ZTF22abtbijr,SN2022zsn,0.0349749997
ZTF22abtbjbo,SN2022aagr,0.067029
ZTF22abtctfn,SN2022zwa,0.026807
ZTF22abtctvo,SN2022zwb,0.044
ZTF22abtcyos,SN2022zyp,0.072
ZTF22abtdbnx,SN2022zvr,0.02075547
ZTF22abtdoxf,SN2022aadb,0.063
ZTF22abtdzyw,SN2022zwj,0.07
ZTF22abteetl,SN2022zwz,0.09
ZTF22abtekni,SN2022zxj,0.04
ZTF22abtkkxz,SN2022aacq,0.047
ZTF22abtknum,SN2022zut,0.003309
ZTF22abtlaew,SN2022aany,0.074
ZTF22abtootl,SN2022aacx,0.072683
ZTF22abtotgu,SN2022aahz,0.07
ZTF22abtslvh,SN2022aahj,0.08001
ZTF22abtsqjo,SN2022aakd,0.11
ZTF22abtusmd,SN2022aaxr,0.07
ZTF22abtvkgk,SN2022aaoz,0.057
ZTF22abtybkh,SN2022aajn,0.043
ZTF22abubnqs,SN2022aaxq,0.09
ZTF22abuqitl,SN2022abgg,0.069
ZTF22abuslkt,SN2022aapo,0.082
ZTF22abuygtu,SN2022aart,0.059
ZTF22abvaggn,SN2022abcg,0.044
ZTF22abvasuw,SN2022aaxm,0.041
ZTF22abvciba,SN2022aaum,0.084
ZTF22abvebdc,SN2022aapw,0.08
ZTF22abvkpbj,SN2022abdh,0.0199
ZTF22abvpklt,SN2022ablu,0.061
ZTF22abvrtgj,SN2022abjn,0.055
ZTF22abvuybj,SN2022abnf,0.069462
ZTF22abwmnow,SN2022abhx,0.025
ZTF22abwqedu,SN2022absz,0.086
ZTF22abwuaru,SN2022abiv,0.051
ZTF22abwvcwq,SN2022abkl,0.089
ZTF22abxacvm,SN2024gtb,0.048
ZTF22abxdrsl,SN2024qjh,0.046
ZTF22abxhvfb,SN2022acbe,0.067
ZTF22abxkfjy,SN2022achg,0.091
ZTF22abxlqvc,SN2022abwn,0.056
ZTF22abxsocn,SN2022abxs,0.064
ZTF22abyaood,SN2022achj,0.04873
ZTF22abybwdz,SN2022acfa,0.023
ZTF22abyergl,SN2022achv,0.049
ZTF22abygkts,SN2022acqw,0.086
ZTF22abygqnq,SN2022acsq,0.086
ZTF22abyhvtk,SN2022acuk,0.061
ZTF22abyiqfa,SN2022acuh,0.065
ZTF22abyivov,SN2022acsf,0.065
ZTF22abyjewt,SN2022acmu,0.032524
ZTF22abyjfgt,SN2022actt,0.024
ZTF22abyjttn,SN2022acqf,0.043761
ZTF22abykahf,SN2022ackm,0.024
ZTF22abykjae,SN2022acnu,0.066
ZTF22abyknqk,SN2022aczc,0.075968
ZTF22abyknqs,SN2022acrt,0.054
ZTF22abylrge,SN2022acqt,0.091
ZTF22abymzuk,SN2022acwf,0.095
ZTF22abyngnw,SN2022acrq,0.04323
ZTF22abynjkd,SN2022acsc,0.0416299999
ZTF22abynpmq,SN2022acyr,0.082
ZTF22abyokjo,SN2022acrj,0.068
ZTF22abyrlaw,SN2022acyi,0.03
ZTF22abyrovo,SN2022acwz,0.041
ZTF22abyrqec,SN2022acwl,0.072
ZTF22abyskhb,SN2022adcy,0.08
ZTF22abystdy,SN2022adfs,0.088
ZTF22abzfotk,SN2022adxx,0.088
ZTF22abzkion,SN2022acze,0.08
ZTF22abzuyxy,SN2022adte,0.055
ZTF22acablwr,SN2022adqz,0.0425
ZTF22acadszu,SN2022aegz,0.058
ZTF22acalffo,SN2022aecx,0.07
ZTF23aaabctl,SN2023gz,0.067
ZTF23aaabewy,SN2023jl,0.0695
ZTF23aaabeyy,SN2023ip,0.039
ZTF23aaabgzf,SN2022aefd,0.045375
ZTF23aaagncz,SN2023qb,0.0319
ZTF23aaahusn,SN2023gg,0.0708
ZTF23aaahuzf,SN2023aeu,0.049
ZTF23aaaizts,SN2023su,0.09
ZTF23aaajtan,SN2023nj,0.04
ZTF23aaakcxv,SN2023aap,0.082
ZTF23aaaknoj,SN2023ir,0.056
ZTF23aaakutq,SN2023jt,0.06804
ZTF23aaapldg,SN2023rx,0.053
ZTF23aaapouh,SN2023agx,0.078246
ZTF23aaarwea,SN2023ady,0.04876
ZTF23aaatixf,SN2023afb,0.04436
ZTF23aaatrek,SN2023asz,0.061
ZTF23aaavsyk,SN2023aez,0.04
ZTF23aaawbmw,SN2023awo,0.073
ZTF23aaawcvx,SN2023aiw,0.03
ZTF23aaawixk,SN2023asm,0.06
ZTF23aaaymxr,SN2023ze,0.050494
ZTF23aaaypty,SN2023agm,0.063
ZTF23aaayzbm,SN2023alf,0.033
ZTF23aabasoe,SN2023aoz,0.06
ZTF23aabbsdi,SN2023aud,0.039
ZTF23aabkubg,SN2023ber,0.1
ZTF23aabmbdj,SN2023ayn,0.041
ZTF23aabmevr,SN2023bga,0.039
ZTF23aabqqsl,SN2023bak,0.0364847
ZTF23aabrftw,SN2023bfa,0.032
ZTF23aabsice,SN2023bfz,0.021908
ZTF23aabutwh,SN2023bhd,0.045387
ZTF23aabyiby,SN2023blr,0.067
ZTF23aacggqz,SN2023bvs,0.096
ZTF23aacxzyy,SN2023cxk,0.029
ZTF23aacyfpi,SN2023cun,0.047
ZTF23aadbrdk,SN2023ddx,0.064
ZTF23aadjhwn,SN2023dmp,0.04458
ZTF23aadjsyj,SN2023ddi,0.029
ZTF23aadjwkw,SN2023dxa,0.068
ZTF23aadmwpn,SN2023eba,0.060624
ZTF23aadnpbq,SN2023dut,0.054478
ZTF23aadqhae,SN2023egs,0.0647
ZTF23aadrttb,SN2023dxm,0.083
ZTF23aadrudf,SN2023ees,0.05817
ZTF23aadtfgp,SN2023els,0.06
ZTF23aadtqlt,SN2023dtz,0.02
ZTF23aadvtxf,SN2023eav,0.026563
ZTF23aadvulr,SN2023eco,0.049
ZTF23aadwfed,SN2023eau,0.063
ZTF23aadwhmn,SN2023elu,0.076
ZTF23aadwigb,SN2023ecj,0.051
ZTF23aadwitm,SN2023eci,0.067
ZTF23aadwlhl,SN2023dxd,0.046
ZTF23aadxrid,SN2023eca,0.06413823
ZTF23aadxxrd,SN2023dva,0.0556
ZTF23aaeaptm,SN2023eqp,0.0332
ZTF23aaeardk,SN2023exl,0.08
ZTF23aaeauii,SN2023een,0.08224391
ZTF23aaeavsh,SN2023eem,0.066
ZTF23aaebopi,SN2023egj,0.05
ZTF23aaedrcn,SN2023ema,0.052971
ZTF23aaedrzc,SN2023elt,0.06
ZTF23aaeeawl,SN2023emd,0.033727
ZTF23aaehsgs,SN2023epo,0.018
ZTF23aaeinqq,SN2023exs,0.0465480015
ZTF23aaejvro,SN2023epk,0.046
ZTF23aaejvsg,SN2023ere,0.067
ZTF23aaejvzv,SN2023erb,0.089
ZTF23aaejwfe,SN2023eoc,0.036
ZTF23aaejwkh,SN2023fkb,0.095
ZTF23aaekejj,SN2023esi,0.06
ZTF23aaekkai,SN2023ezo,0.07
ZTF23aaelbgl,SN2023erk,0.066
ZTF23aaelkos,SN2023ext,0.04
ZTF23aaelxbd,SN2023esn,0.07
ZTF23aaelzdb,SN2023exi,0.093
ZTF23aaemepn,SN2023ewo,0.05127442
ZTF23aaemgsd,SN2023exm,0.023
ZTF23aaemgto,SN2023ffw,0.08
ZTF23aaencty,SN2023euh,0.064
ZTF23aaenctz,SN2023eui,0.079
ZTF23aaenexu,SN2023exy,0.064
ZTF23aaeozef,SN2023fbb,0.07503
ZTF23aaepuao,SN2023fil,0.052532
ZTF23aaeqhkx,SN2023exn,0.030347
ZTF23aaeqhrg,SN2023eyt,0.025
ZTF23aaeqsvb,SN2023fix,0.086
ZTF23aaeskhd,SN2023fvs,0.114
ZTF23aaeuaci,SN2023fes,0.068416
ZTF23aaexcmm,SN2023fej,0.062732
ZTF23aaeygvh,SN2023fog,0.07713
ZTF23aaeyncp,SN2023ffm,0.074
ZTF23aaeyqoa,SN2023fep,0.066
ZTF23aaeyugg,SN2023feq,0.055531
ZTF23aafggjj,SN2023fvf,0.091
ZTF23aafhfwx,SN2023fuf,0.066724
ZTF23aafqzkn,SN2023gbb,0.073752
ZTF23aafratn,SN2023gdk,0.091
ZTF23aafrhew,SN2023gaj,0.06
ZTF23aafsglu,SN2023ftr,0.028384
ZTF23aafsjor,SN2023fxj,0.03228
ZTF23aaftnvx,SN2023gax,0.092
ZTF23aafuhtr,SN2025ayl,0.026562
ZTF23aafvgyf,SN2023fud,0.047309
ZTF23aafvqat,SN2023fxb,0.1
ZTF23aafvstn,SN2023gcn,0.085
ZTF23aafwvek,SN2023fwv,0.05537811
ZTF23aagaiju,SN2023ger,0.068
ZTF23aagaili,SN2023gdb,0.08
ZTF23aagcicf,SN2023ggw,0.03698
ZTF23aagdamr,SN2023fyz,0.044537
ZTF23aagdebl,SN2023gaa,0.07972
ZTF23aagjylc,SN2023fyl,0.07
ZTF23aagkgnz,SN2023gdx,0.0467
ZTF23aagmbuf,SN2023gfg,0.058464
ZTF23aagnpbz,SN2023gjt,0.042554
ZTF23aagphxh,SN2023ghu,0.06
ZTF23aagygjg,SN2023gpy,0.047
ZTF23aahfxpr,SN2023gps,0.022229
ZTF23aahfzhm,SN2023gqs,0.026
ZTF23aahkrlw,SN2023grm,0.027
ZTF23aahnabd,SN2023grs,0.076
ZTF23aahvnck,SN2023gvu,0.05243122
ZTF23aahxdhe,SN2023gxf,0.05
ZTF23aahxdsi,SN2023gws,0.078
ZTF23aahxppo,SN2023gxd,0.076
ZTF23aahxsrk,SN2023gyj,0.06
ZTF23aahyznf,SN2023gxc,0.0777
ZTF23aaicagr,SN2023hcx,0.05
ZTF23aaieqvr,SN2023hdt,0.079
ZTF23aaijgnu,SN2023hdf,0.08
ZTF23aaijkwo,SN2023hsu,0.038
ZTF23aainpnc,SN2023hsx,0.052373
ZTF23aaintny,SN2023hpo,0.065
ZTF23aaiuadl,SN2023hjq,0.020764
ZTF23aaiwlzm,SN2023hpr,0.071
ZTF23aaiwunc,SN2023hrr,0.046
ZTF23aaiwvdh,SN2023hui,0.042
ZTF23aaiwwgd,SN2023hst,0.0701
ZTF23aaiwxqy,SN2023hzf,0.052
ZTF23aaixylr,SN2023hvj,0.06604075
ZTF23aaiyjbk,SN2023hsy,0.03773
ZTF23aaiytpy,SN2023hrw,0.0344
ZTF23aaizgvi,SN2023huy,0.03051
ZTF23aaizjbj,SN2023hss,0.06
ZTF23aaizmza,SN2023hta,0.067
ZTF23aajahua,SN2023ijl,0.066
ZTF23aajaygo,SN2023hyv,0.08
ZTF23aajbejz,SN2023hzv,0.07
ZTF23aajduvy,SN2023hwm,0.0381
ZTF23aajenxf,SN2023iar,0.09
ZTF23aajeunk,SN2023icq,0.1
ZTF23aajiucf,SN2023hzw,0.11
ZTF23aajjddh,SN2023hzy,0.030118
ZTF23aajjxso,SN2023iks,0.04
ZTF23aajmpsa,SN2023ipx,0.06
ZTF23aajscgu,SN2023ioi,0.09196274
ZTF23aajsemu,SN2023ioa,0.023
ZTF23aakaqht,SN2023ito,0.05581
ZTF23aakawpn,SN2023jgu,0.05
ZTF23aakbjqx,SN2023itm,0.075212
ZTF23aakbqgc,SN2023jbi,0.070777
ZTF23aakmqlj,SN2023ixk,0.075
ZTF23aakmsiy,SN2023jda,0.042862
ZTF23aakokgz,SN2023jdj,0.08
ZTF23aakrkjt,SN2023jib,0.05
ZTF23aakrngt,SN2023izm,0.06843752
ZTF23aakuiik,SN2024nsk,0.0729
ZTF23aakxqrp,SN2023juk,0.07
ZTF23aakyoji,SN2023jkp,0.09
ZTF23aaldvnc,SN2023jfl,0.06420164
ZTF23aaldwgw,SN2023jht,0.08
ZTF23aaldzxz,SN2023jes,0.06784
ZTF23aalfofn,SN2024ipk,0.032471
ZTF23aalqgpk,SN2023jil,0.06457
ZTF23aalsied,SN2023jje,0.07
ZTF23aaltnze,SN2023jln,0.08
ZTF23aamaeks,SN2023jlz,0.0878
ZTF23aamamlv,SN2023jlx,0.066
ZTF23aamfmqm,SN2023jsb,0.03
ZTF23aamixrh,SN2023jrd,0.079
ZTF23aamlodm,SN2023jsc,0.03764976
ZTF23aamqtel,SN2023jvj,0.019
ZTF23aamqzyz,SN2023jvt,0.03
ZTF23aamtyjs,SN2023jww,0.041
ZTF23aamubjk,SN2023jxi,0.071
ZTF23aamvyyl,SN2023jwr,0.04636
ZTF23aamwiqd,SN2023jzg,0.05
ZTF23aamwsrh,SN2023jxf,0.09
ZTF23aamxuks,SN2023kad,0.065
ZTF23aamzcfe,SN2023jxe,0.029
ZTF23aamzuca,SN2023jzh,0.085675
ZTF23aanbdib,SN2023kbe,0.063
ZTF23aandrpy,SN2023kfp,0.060423
ZTF23aaniabv,SN2023kbu,0.0436
ZTF23aanpqba,SN2023kgt,0.034625
ZTF23aanptmz,SN2023ktw,0.07
ZTF23aanpuwv,SN2023ksa,0.07
ZTF23aanpxyp,SN2023knq,0.1
ZTF23aanpyeb,SN2023kno,0.059
ZTF23aansctq,SN2023kss,0.053
ZTF23aansrmz,SN2023kzq,0.07853
ZTF23aanxepa,SN2023ktu,0.06730417
ZTF23aanyiwk,SN2023ksx,0.057
ZTF23aanzbtf,SN2023ksy,0.078
ZTF23aaoanrl,SN2023ktd,0.072
ZTF23aaogzgq,SN2023ldy,0.11732865124941
ZTF23aaojbdj,SN2023kwu,0.089
ZTF23aaojwkb,SN2023kzm,0.075506
ZTF23aaotvsl,SN2023lfc,0.076
ZTF23aaoxngr,SN2023lid,0.08424
ZTF23aaoxywk,SN2023lgl,0.1
ZTF23aapfrwv,SN2023lhq,0.03426
ZTF23aaphpnk,SN2023lwc,0.053
ZTF23aapiyqi,SN2023lhb,0.049
ZTF23aapksof,SN2023lpa,0.045
ZTF23aapmokr,SN2023lyg,0.08
ZTF23aapogvn,SN2023lyh,0.06
ZTF23aapphlk,SN2023luo,0.059
ZTF23aaprwrn,SN2023lxo,0.09
ZTF23aaptfsu,SN2023lxj,0.06805173
ZTF23aapthmh,SN2023lxi,0.064
ZTF23aapwwak,SN2023mao,0.06759
ZTF23aapxvut,SN2023mii,0.084
ZTF23aapzsik,SN2023mnr,0.062
ZTF23aaqanze,SN2023mby,0.055
ZTF23aaqasrd,SN2023mbz,0.031623
ZTF23aaqcaeo,SN2023mde,0.026
ZTF23aaqfdby,SN2023mir,0.074
ZTF23aaqhvds,SN2023mgt,0.053
ZTF23aaqhzwu,SN2023mgq,0.056625
ZTF23aaqjuux,SN2023mit,0.042
ZTF23aaqmveu,SN2023mkf,0.09
ZTF23aaqnhjp,SN2023mmg,0.030796
ZTF23aaqnjej,SN2023mpn,0.07
ZTF23aaqqdhs,SN2023mnf,0.063
ZTF23aaqqeri,SN2023mnc,0.059
ZTF23aaqqfks,SN2023nam,0.087
ZTF23aaquhcv,SN2023mpy,0.087
ZTF23aaqujvz,SN2023mpx,0.077
ZTF23aaqwtak,SN2023mun,0.09
ZTF23aaqxjta,SN2023mxc,0.09
ZTF23aarfblz,SN2023mty,0.08
ZTF23aarhuik,SN2023ndd,0.076
ZTF23aarjsik,SN2023mxn,0.0411
ZTF23aarjxfj,SN2023mwr,0.081
ZTF23aarlcue,SN2023mwj,0.078512
ZTF23aarqyio,SN2023mzb,0.03
ZTF23aarvjaf,SN2023ndu,0.02215
ZTF23aarvrvd,SN2023nfh,0.088
ZTF23aarxtku,SN2023nem,0.06423
ZTF23aarzbzn,SN2023ndt,0.051
ZTF23aascppn,SN2023nls,0.059
ZTF23aasfkpz,SN2023nii,0.094
ZTF23aashxqa,SN2023nsm,0.06
ZTF23aasopeh,SN2023nlk,0.03
ZTF23aasovdv,SN2023nnx,0.05
ZTF23aastndi,SN2023nlr,0.041
ZTF23aasyshb,SN2023nmj,0.07
ZTF23aatajah,SN2023non,0.091
ZTF23aatihwk,SN2023nqd,0.0774
ZTF23aatukpx,SN2023nvd,0.06
ZTF23aatxeki,SN2023nul,0.093
ZTF23aaubzzz,SN2023nve,0.064
ZTF23aaucaqp,SN2023nzg,0.08
ZTF23aauqmys,SN2023ock,0.039
ZTF23aausgtp,SN2023nzu,0.07
ZTF23aauubqu,SN2023ohr,0.068
ZTF23aavaaox,SN2023ocm,0.042
ZTF23aavdhtr,SN2023omk,0.064
ZTF23aavdzpd,SN2023ofv,0.063
ZTF23aavmarm,SN2023ohi,0.06
ZTF23aavmguj,SN2023okb,0.064
ZTF23aavmwtk,SN2023okd,0.077
ZTF23aavmycb,SN2023ogw,0.07228
ZTF23aavneat,SN2023aeej,0.071
ZTF23aavolri,SN2023ohm,0.039
ZTF23aavpzil,SN2023ope,0.052
ZTF23aavugjj,SN2023oka,0.056
ZTF23aavugvk,SN2023omd,0.071
ZTF23aavujng,SN2023okc,0.062645
ZTF23aavwpbn,SN2023ols,0.044
ZTF23aavxtvg,SN2023olz,0.025
ZTF23aavxvsz,SN2023omu,0.047082
ZTF23aavxxef,SN2023omr,0.087
ZTF23aavyhbo,SN2023oqq,0.07
ZTF23aavzgjg,SN2023omv,0.065
ZTF23aavzvmp,SN2023omp,0.0654
ZTF23aavzyit,SN2023opn,0.04
ZTF23aawavgx,SN2023ocs,0.06
ZTF23aaweqva,SN2023oth,0.087
ZTF23aawieyi,SN2023osu,0.04664
ZTF23aawmbkn,SN2023pmv,0.06709
ZTF23aawqydv,SN2023pbi,0.059
ZTF23aawwabr,SN2023pbe,0.02016
ZTF23aawwcuu,SN2023ozc,0.049
ZTF23aawyhqa,SN2023pdy,0.061
ZTF23aawyvgl,SN2023ozl,0.06
ZTF23aawzyao,SN2023pip,0.081745
ZTF23aaxahun,SN2023pcs,0.056
ZTF23aaxauuk,SN2023pbh,0.074
ZTF23aaxbxlw,SN2023pil,0.063
ZTF23aaxfnwp,SN2023plr,0.083
ZTF23aaxftlt,SN2023pfx,0.051
ZTF23aaxoybh,SN2023rbi,0.055
ZTF23aaxpfpa,SN2023pmc,0.08971
ZTF23aaxtnld,SN2023oih,0.08
ZTF23aaxvsjq,SN2023psp,0.087
ZTF23aaxzhor,SN2023pjg,0.030314
ZTF23aaylkdm,SN2023pry,0.06169503
ZTF23aaymoki,SN2023qhq,0.082
ZTF23aayngqr,SN2023pru,0.05
ZTF23aaynwdt,SN2023prr,0.051102
ZTF23aazfapq,SN2023psu,0.058
ZTF23aazjqov,SN2023ptr,0.0300769992
ZTF23aazlhiv,SN2023quq,0.083
ZTF23aazmkjh,SN2023qpf,0.084
ZTF23aaznfqc,SN2023qqc,0.07
ZTF23aaznifc,SN2023qrz,0.09
ZTF23aaznywn,SN2023qsb,0.065
ZTF23aazpupj,SN2023qye,0.028163
ZTF23aazqikj,SN2023qrw,0.06
ZTF23aazrbus,SN2023qrg,0.076
ZTF23aazrtdy,SN2023qpe,0.084
ZTF23aazskaz,SN2023qrs,0.1
ZTF23aazwytj,SN2023qnz,0.02957
ZTF23aazyntd,SN2023qwc,0.06
ZTF23aazysgv,SN2023qyr,0.065
ZTF23abaactr,SN2023qzl,0.052
ZTF23abaalvd,SN2023rbf,0.035
ZTF23abaderr,SN2023qzo,0.072854
ZTF23abahief,SN2023qyq,0.037
ZTF23abankea,SN2023rag,0.072
ZTF23abanqhu,SN2023reh,0.049041
ZTF23abaqzym,SN2023rer,0.068
ZTF23abaslfm,SN2023rbt,0.069
ZTF23abauhqr,SN2023rqj,0.094
ZTF23abauhvi,SN2023rnf,0.063
ZTF23abavewn,SN2023rhn,0.077
ZTF23abavqdt,SN2023rnp,0.1
ZTF23abavxmm,SN2023rou,0.061
ZTF23abaxkvy,SN2023rkk,0.079
ZTF23abaxkwq,SN2023rjj,0.014293
ZTF23abaxxrd,SN2023rno,0.0708
ZTF23abayagw,SN2023rki,0.05
ZTF23abayogx,SN2023rla,0.064
ZTF23abazdqu,SN2023rtn,0.095
ZTF23abbakmt,SN2023rhf,0.101
ZTF23abbaqbs,SN2023rsd,0.055
ZTF23abbbhak,SN2023rug,0.081326
ZTF23abbbomo,SN2023rmk,0.065
ZTF23abbbygf,SN2023rna,0.09
ZTF23abbcdlp,SN2023rui,0.05
ZTF23abbczlg,SN2023rox,0.081
ZTF23abbdoqg,SN2023rvx,0.072
ZTF23abbekte,SN2023rmx,0.1
ZTF23abbhuoa,SN2023sei,0.088
ZTF23abbimnx,SN2023rvn,0.045
ZTF23abbkvxe,SN2023rqu,0.08
ZTF23abcegak,SN2023sls,0.074389
ZTF23abcegjv,SN2023seg,0.06
ZTF23abciuka,SN2023rzh,0.04982
ZTF23abcqzvm,SN2023svf,0.102
ZTF23abcsrwv,SN2023snn,0.04401
ZTF23abcufxh,SN2023spg,0.075
ZTF23abdefkq,SN2023slk,0.101
ZTF23abdhvou,SN2023sqs,0.089
ZTF23abdsecb,SN2023tag,0.103
ZTF23abdynfn,SN2023syg,0.07797
ZTF23abegkob,SN2023syk,0.063
ZTF23abeoblh,SN2023suh,0.07
ZTF23abepnsd,SN2023tgt,0.048908
ZTF23abetwwi,SN2023sue,0.08
ZTF23abeudve,SN2023tdw,0.076
ZTF23abeuope,SN2023tgn,0.0572
ZTF23abexebx,SN2023swt,0.050653
ZTF23abezmku,SN2023sxr,0.093
ZTF23abfmkep,SN2023teu,0.05
ZTF23abfmlft,SN2023sys,0.031595
ZTF23abfroaw,SN2023tjl,0.062
ZTF23abfubfc,SN2023tsq,0.082
ZTF23abfxxod,SN2023tpo,0.050135
ZTF23abgfxqn,SN2023tng,0.043
ZTF23abghfyg,SN2023tnd,0.1
ZTF23abgjggv,SN2023tnb,0.063
ZTF23abgkmxh,SN2023tth,0.069
ZTF23abgltid,SN2023twb,0.039
ZTF23abgncdh,SN2023tvy,0.08
ZTF23abgnfdv,SN2023udv,0.05
